文件名	target name	accession	query name	accession	E-value	score	bias	E-value	score	bias	exp	reg	clu	ov	env	dom	rep	inc	description of target
GCA_001270235.1_ASM127023v1_genomic	LFZF01000042.1_68	-	lolD.aln	-	6e-27	92.6	0.0	3e-26	90.3	0.0	2.0	2	1	0	2	2	2	1	# 88283 # 90001 # -1 # ID=49_68;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.457
GCA_001270235.1_ASM127023v1_genomic	LFZF01000030.1_21	-	lolD.aln	-	6.1e-27	92.6	0.1	8.8e-27	92.1	0.1	1.2	1	0	0	1	1	1	1	# 18617 # 19351 # 1 # ID=36_21;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.491
GCA_001270235.1_ASM127023v1_genomic	LFZF01000018.1_21	-	lolD.aln	-	8.9e-27	92.1	1.8	2.4e-26	90.7	1.8	1.7	1	1	0	1	1	1	1	# 25283 # 27079 # -1 # ID=22_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.435
GCA_001270235.1_ASM127023v1_genomic	LFZF01000018.1_177	-	lolD.aln	-	9.6e-27	92.0	0.9	2e-26	91.0	0.9	1.5	1	0	0	1	1	1	1	# 186163 # 187941 # 1 # ID=22_177;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.447
GCA_001270235.1_ASM127023v1_genomic	LFZF01000030.1_408	-	lolD.aln	-	1e-26	91.9	0.0	2.7e-12	44.7	0.0	3.2	3	0	0	3	3	3	2	# 430328 # 431782 # -1 # ID=36_408;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.454
GCA_001270235.1_ASM127023v1_genomic	LFZF01000081.1_81	-	lolD.aln	-	2.4e-26	90.7	4.9	1.3e-09	36.0	0.0	4.4	4	0	0	4	4	4	4	# 86293 # 89118 # 1 # ID=92_81;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.480
GCA_001270235.1_ASM127023v1_genomic	LFZF01000018.1_424	-	lolD.aln	-	7.4e-26	89.1	0.1	9.1e-25	85.5	0.1	2.0	1	1	0	1	1	1	1	# 487853 # 488848 # 1 # ID=22_424;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.492
GCA_001270235.1_ASM127023v1_genomic	LFZF01000029.1_275	-	lolD.aln	-	2.4e-25	87.4	0.5	4e-25	86.7	0.5	1.4	1	1	0	1	1	1	1	# 298164 # 298958 # -1 # ID=34_275;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.491
GCA_001270235.1_ASM127023v1_genomic	LFZF01000030.1_286	-	lolD.aln	-	2.9e-25	87.1	1.9	1.4e-12	45.6	0.0	4.2	2	2	1	3	3	3	3	# 297394 # 298965 # 1 # ID=36_286;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.478
GCA_001270235.1_ASM127023v1_genomic	LFZF01000029.1_399	-	lolD.aln	-	1.5e-23	81.5	0.1	1.9e-23	81.2	0.1	1.1	1	0	0	1	1	1	1	# 433862 # 434479 # -1 # ID=34_399;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.443
GCA_001270235.1_ASM127023v1_genomic	LFZF01000076.1_11	-	lolD.aln	-	4.2e-23	80.1	0.2	4e-15	54.0	0.0	2.1	1	1	0	2	2	2	2	# 10616 # 11308 # 1 # ID=86_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.421
GCA_001270235.1_ASM127023v1_genomic	LFZF01000018.1_285	-	lolD.aln	-	7.5e-22	76.0	0.3	1.4e-21	75.0	0.3	1.4	1	1	0	1	1	1	1	# 320746 # 321510 # -1 # ID=22_285;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.478
GCA_001270235.1_ASM127023v1_genomic	LFZF01000018.1_346	-	lolD.aln	-	1e-21	75.5	0.0	1.8e-21	74.7	0.0	1.3	1	0	0	1	1	1	1	# 393152 # 394939 # 1 # ID=22_346;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.469
GCA_001270235.1_ASM127023v1_genomic	LFZF01000018.1_176	-	lolD.aln	-	3.4e-19	67.3	0.1	6.6e-19	66.3	0.1	1.4	1	0	0	1	1	1	1	# 184420 # 186159 # 1 # ID=22_176;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.467
GCA_001270235.1_ASM127023v1_genomic	LFZF01000076.1_12	-	lolD.aln	-	8.8e-19	65.9	0.0	3.6e-13	47.6	0.0	2.0	2	0	0	2	2	2	2	# 11305 # 11931 # 1 # ID=86_12;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.429
GCA_001270235.1_ASM127023v1_genomic	LFZF01000102.1_87	-	lolD.aln	-	8.3e-15	52.9	0.6	3.2e-14	51.0	0.6	1.8	1	1	0	1	1	1	1	# 83090 # 83947 # 1 # ID=5_87;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.480
GCA_001270235.1_ASM127023v1_genomic	LFZF01000102.1_224	-	lolD.aln	-	6.3e-06	23.9	0.2	1.7e-05	22.5	0.2	1.7	1	0	0	1	1	1	1	# 244042 # 245118 # -1 # ID=5_224;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.478
GCA_001270235.1_ASM127023v1_genomic	LFZF01000032.1_10	-	lolD.aln	-	2.2e-05	22.1	0.0	3.7e-05	21.4	0.0	1.3	1	0	0	1	1	1	1	# 8428 # 9534 # -1 # ID=38_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.480
GCA_001270235.1_ASM127023v1_genomic	LFZF01000030.1_526	-	lolD.aln	-	0.006	14.1	0.1	0.011	13.3	0.1	1.3	1	0	0	1	1	1	1	# 581855 # 583120 # 1 # ID=36_526;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.457
GCA_001270235.1_ASM127023v1_genomic	LFZF01000030.1_799	-	lolD.aln	-	0.01	13.4	0.0	0.016	12.8	0.0	1.3	1	0	0	1	1	1	0	# 884896 # 885420 # -1 # ID=36_799;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.417
GCA_001336215.1_6649_8_20_genomic	CFCR01000016.1_45	-	lolD.aln	-	1.3e-79	263.8	0.4	1.4e-79	263.6	0.4	1.0	1	0	0	1	1	1	1	# 41422 # 42123 # 1 # ID=16_45;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.415
GCA_001336215.1_6649_8_20_genomic	CFCR01000006.1_6	-	lolD.aln	-	4.3e-65	216.2	0.1	4.9e-65	216.0	0.1	1.0	1	0	0	1	1	1	1	# 6105 # 6806 # -1 # ID=6_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.452
GCA_001336215.1_6649_8_20_genomic	CFCR01000003.1_54	-	lolD.aln	-	4.3e-63	209.7	0.3	5.1e-63	209.5	0.3	1.0	1	0	0	1	1	1	1	# 48201 # 48959 # -1 # ID=3_54;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.437
GCA_001336215.1_6649_8_20_genomic	CFCR01000023.1_23	-	lolD.aln	-	8.9e-63	208.7	0.0	6e-32	107.8	0.0	2.3	2	0	0	2	2	2	2	# 25586 # 27268 # -1 # ID=23_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.418
GCA_001336215.1_6649_8_20_genomic	CFCR01000010.1_13	-	lolD.aln	-	1e-58	195.4	0.2	1.2e-58	195.2	0.2	1.0	1	0	0	1	1	1	1	# 14346 # 15077 # 1 # ID=10_13;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.337
GCA_001336215.1_6649_8_20_genomic	CFCR01000001.1_6	-	lolD.aln	-	7.7e-57	189.2	2.8	1e-56	188.8	2.8	1.2	1	0	0	1	1	1	1	# 5196 # 6257 # 1 # ID=1_6;partial=00;start_type=ATG;rbs_motif=AGGAG(G)/GGAGG;rbs_spacer=13-15bp;gc_cont=0.434
GCA_001336215.1_6649_8_20_genomic	CFCR01000031.1_23	-	lolD.aln	-	9.9e-55	182.3	0.4	1.1e-54	182.1	0.4	1.0	1	0	0	1	1	1	1	# 19579 # 20313 # -1 # ID=31_23;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.433
GCA_001336215.1_6649_8_20_genomic	CFCR01000050.1_2	-	lolD.aln	-	1.1e-53	178.9	0.6	1.3e-53	178.7	0.6	1.0	1	0	0	1	1	1	1	# 1240 # 2004 # -1 # ID=50_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.427
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_47	-	lolD.aln	-	5.2e-53	176.7	0.1	6.8e-53	176.3	0.1	1.1	1	0	0	1	1	1	1	# 41659 # 42816 # 1 # ID=5_47;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.446
GCA_001336215.1_6649_8_20_genomic	CFCR01000016.1_20	-	lolD.aln	-	1.5e-52	175.2	0.0	1.7e-52	175.0	0.0	1.0	1	0	0	1	1	1	1	# 16477 # 17169 # 1 # ID=16_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.411
GCA_001336215.1_6649_8_20_genomic	CFCR01000021.1_23	-	lolD.aln	-	1.1e-51	172.4	0.3	1.2e-51	172.2	0.3	1.0	1	0	0	1	1	1	1	# 20990 # 21631 # 1 # ID=21_23;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.405
GCA_001336215.1_6649_8_20_genomic	CFCR01000002.1_125	-	lolD.aln	-	3.4e-50	167.5	0.1	4.2e-50	167.2	0.1	1.0	1	0	0	1	1	1	1	# 122489 # 123229 # 1 # ID=2_125;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.426
GCA_001336215.1_6649_8_20_genomic	CFCR01000031.1_4	-	lolD.aln	-	4.1e-50	167.2	4.7	3e-29	99.0	0.9	2.1	2	0	0	2	2	2	2	# 2272 # 3807 # -1 # ID=31_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.419
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_1	-	lolD.aln	-	1.8e-49	165.1	0.2	2.7e-25	86.1	0.0	3.0	2	2	0	2	2	2	2	# 294 # 1658 # -1 # ID=5_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.294
GCA_001336215.1_6649_8_20_genomic	CFCR01000015.1_24	-	lolD.aln	-	2.5e-49	164.7	0.1	2.8e-49	164.5	0.1	1.0	1	0	0	1	1	1	1	# 24482 # 25240 # -1 # ID=15_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.437
GCA_001336215.1_6649_8_20_genomic	CFCR01000015.1_15	-	lolD.aln	-	1.1e-48	162.6	0.2	2e-48	161.7	0.2	1.4	1	1	0	1	1	1	1	# 15119 # 15766 # 1 # ID=15_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.398
GCA_001336215.1_6649_8_20_genomic	CFCR01000010.1_21	-	lolD.aln	-	4.1e-48	160.7	0.6	4.6e-48	160.5	0.6	1.0	1	0	0	1	1	1	1	# 20290 # 21033 # 1 # ID=10_21;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.419
GCA_001336215.1_6649_8_20_genomic	CFCR01000004.1_23	-	lolD.aln	-	1.5e-47	158.8	0.0	1.7e-47	158.6	0.0	1.0	1	0	0	1	1	1	1	# 19882 # 20610 # 1 # ID=4_23;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.424
GCA_001336215.1_6649_8_20_genomic	CFCR01000042.1_3	-	lolD.aln	-	2.2e-47	158.3	0.1	2.6e-47	158.1	0.1	1.0	1	0	0	1	1	1	1	# 1610 # 2239 # -1 # ID=42_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.427
GCA_001336215.1_6649_8_20_genomic	CFCR01000018.1_20	-	lolD.aln	-	2.3e-42	141.9	0.0	2.6e-42	141.7	0.0	1.0	1	0	0	1	1	1	1	# 23768 # 24409 # 1 # ID=18_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.396
GCA_001336215.1_6649_8_20_genomic	CFCR01000025.1_16	-	lolD.aln	-	2.5e-41	138.5	0.0	3.7e-41	137.9	0.0	1.2	1	0	0	1	1	1	1	# 16020 # 17024 # -1 # ID=25_16;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.321
GCA_001336215.1_6649_8_20_genomic	CFCR01000001.1_78	-	lolD.aln	-	1.6e-40	135.9	0.1	2.1e-40	135.5	0.1	1.1	1	0	0	1	1	1	1	# 62176 # 63267 # -1 # ID=1_78;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.407
GCA_001336215.1_6649_8_20_genomic	CFCR01000004.1_51	-	lolD.aln	-	4.2e-40	134.5	0.0	5.9e-40	134.0	0.0	1.2	1	0	0	1	1	1	1	# 49414 # 50424 # 1 # ID=4_51;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.331
GCA_001336215.1_6649_8_20_genomic	CFCR01000040.1_14	-	lolD.aln	-	4.4e-40	134.4	0.1	6.4e-40	133.9	0.1	1.2	1	0	0	1	1	1	1	# 16615 # 17541 # 1 # ID=40_14;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.410
GCA_001336215.1_6649_8_20_genomic	CFCR01000008.1_56	-	lolD.aln	-	3.4e-39	131.5	0.0	3.7e-39	131.4	0.0	1.0	1	0	0	1	1	1	1	# 52533 # 53165 # 1 # ID=8_56;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.408
GCA_001336215.1_6649_8_20_genomic	CFCR01000014.1_12	-	lolD.aln	-	4.8e-39	131.0	0.1	5.9e-39	130.7	0.1	1.0	1	0	0	1	1	1	1	# 8046 # 8885 # -1 # ID=14_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.408
GCA_001336215.1_6649_8_20_genomic	CFCR01000030.1_10	-	lolD.aln	-	1.6e-38	129.3	0.0	2.3e-38	128.8	0.0	1.1	1	0	0	1	1	1	1	# 10813 # 11943 # 1 # ID=30_10;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
GCA_001336215.1_6649_8_20_genomic	CFCR01000014.1_13	-	lolD.aln	-	2e-38	129.0	0.1	2.4e-38	128.8	0.1	1.1	1	0	0	1	1	1	1	# 8870 # 9697 # -1 # ID=14_13;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.388
GCA_001336215.1_6649_8_20_genomic	CFCR01000013.1_40	-	lolD.aln	-	2.1e-38	128.9	2.6	2.8e-11	40.2	0.0	4.3	4	0	0	4	4	4	4	# 38062 # 39933 # -1 # ID=13_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
GCA_001336215.1_6649_8_20_genomic	CFCR01000022.1_21	-	lolD.aln	-	4.3e-38	127.9	0.1	7.6e-12	42.1	0.0	4.6	4	0	0	4	4	4	4	# 15907 # 17808 # 1 # ID=22_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.417
GCA_001336215.1_6649_8_20_genomic	CFCR01000002.1_46	-	lolD.aln	-	9.3e-38	126.8	0.0	1.1e-37	126.6	0.0	1.0	1	0	0	1	1	1	1	# 39264 # 39905 # -1 # ID=2_46;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.371
GCA_001336215.1_6649_8_20_genomic	CFCR01000028.1_19	-	lolD.aln	-	8.8e-36	120.4	0.0	5.5e-24	81.8	0.0	3.1	3	0	0	3	3	3	2	# 15450 # 16835 # -1 # ID=28_19;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.434
GCA_001336215.1_6649_8_20_genomic	CFCR01000040.1_13	-	lolD.aln	-	7.3e-35	117.4	0.0	9.8e-35	116.9	0.0	1.1	1	0	0	1	1	1	1	# 15537 # 16604 # 1 # ID=40_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.425
GCA_001336215.1_6649_8_20_genomic	CFCR01000016.1_17	-	lolD.aln	-	8.7e-35	117.1	0.4	1.2e-34	116.6	0.4	1.1	1	0	0	1	1	1	1	# 13531 # 14241 # 1 # ID=16_17;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
GCA_001336215.1_6649_8_20_genomic	CFCR01000016.1_32	-	lolD.aln	-	1.8e-33	112.8	2.8	9.6e-11	38.5	0.0	4.2	3	1	1	4	4	4	4	# 29923 # 31464 # 1 # ID=16_32;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.441
GCA_001336215.1_6649_8_20_genomic	CFCR01000032.1_7	-	lolD.aln	-	3.9e-33	111.7	3.1	3.1e-32	108.7	3.1	1.9	1	1	0	1	1	1	1	# 8527 # 9255 # -1 # ID=32_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.453
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_40	-	lolD.aln	-	4.6e-32	108.2	0.0	5.5e-32	107.9	0.0	1.0	1	0	0	1	1	1	1	# 35161 # 35919 # 1 # ID=5_40;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.432
GCA_001336215.1_6649_8_20_genomic	CFCR01000016.1_16	-	lolD.aln	-	6.1e-32	107.8	1.3	1e-30	103.8	1.3	2.0	1	1	0	1	1	1	1	# 12767 # 13531 # 1 # ID=16_16;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.387
GCA_001336215.1_6649_8_20_genomic	CFCR01000014.1_22	-	lolD.aln	-	2.6e-31	105.8	0.0	1.1e-12	44.9	0.0	4.1	4	0	0	4	4	4	3	# 18182 # 19804 # 1 # ID=14_22;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_4	-	lolD.aln	-	9.6e-31	103.9	0.3	1.6e-30	103.1	0.3	1.3	1	0	0	1	1	1	1	# 2936 # 4657 # -1 # ID=5_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.315
GCA_001336215.1_6649_8_20_genomic	CFCR01000024.1_31	-	lolD.aln	-	2.2e-30	102.7	0.1	4.3e-18	62.5	0.0	2.1	2	0	0	2	2	2	2	# 29990 # 30784 # 1 # ID=24_31;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.336
GCA_001336215.1_6649_8_20_genomic	CFCR01000004.1_15	-	lolD.aln	-	3.1e-30	102.2	0.3	5.5e-30	101.4	0.3	1.3	1	1	0	1	1	1	1	# 12413 # 13165 # -1 # ID=4_15;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.445
GCA_001336215.1_6649_8_20_genomic	CFCR01000034.1_7	-	lolD.aln	-	6.4e-30	101.2	0.0	8.9e-30	100.7	0.0	1.1	1	0	0	1	1	1	1	# 5555 # 6307 # 1 # ID=34_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.398
GCA_001336215.1_6649_8_20_genomic	CFCR01000028.1_33	-	lolD.aln	-	8.6e-29	97.5	0.1	1.1e-27	93.9	0.1	1.9	1	1	0	1	1	1	1	# 27614 # 28261 # -1 # ID=28_33;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.321
GCA_001336215.1_6649_8_20_genomic	CFCR01000025.1_28	-	lolD.aln	-	1.5e-28	96.7	4.3	3.4e-17	59.5	2.6	3.0	1	1	1	2	2	2	2	# 25917 # 26948 # 1 # ID=25_28;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.437
GCA_001336215.1_6649_8_20_genomic	CFCR01000010.1_47	-	lolD.aln	-	2.1e-28	96.2	0.3	4.9e-28	95.0	0.3	1.6	1	1	0	1	1	1	1	# 53059 # 55212 # -1 # ID=10_47;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.446
GCA_001336215.1_6649_8_20_genomic	CFCR01000017.1_35	-	lolD.aln	-	2.7e-28	95.9	0.1	5e-28	95.0	0.1	1.4	1	0	0	1	1	1	1	# 28873 # 30267 # 1 # ID=17_35;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.368
GCA_001336215.1_6649_8_20_genomic	CFCR01000021.1_28	-	lolD.aln	-	1.8e-27	93.2	0.0	9.4e-27	90.8	0.0	2.0	1	1	0	1	1	1	1	# 26220 # 28439 # 1 # ID=21_28;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.341
GCA_001336215.1_6649_8_20_genomic	CFCR01000026.1_19	-	lolD.aln	-	2.3e-27	92.8	1.0	2e-08	30.9	0.1	4.2	2	2	1	4	4	4	4	# 13388 # 14947 # -1 # ID=26_19;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.404
GCA_001336215.1_6649_8_20_genomic	CFCR01000002.1_10	-	lolD.aln	-	4.9e-27	91.7	0.4	9.3e-27	90.8	0.4	1.4	1	1	0	1	1	1	1	# 7882 # 8640 # -1 # ID=2_10;partial=00;start_type=ATG;rbs_motif=AGGAG(G)/GGAGG;rbs_spacer=13-15bp;gc_cont=0.393
GCA_001336215.1_6649_8_20_genomic	CFCR01000017.1_43	-	lolD.aln	-	5.1e-27	91.7	0.0	6.3e-27	91.4	0.0	1.1	1	0	0	1	1	1	1	# 36149 # 36880 # -1 # ID=17_43;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.447
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_5	-	lolD.aln	-	3.6e-26	88.9	0.0	6e-26	88.2	0.0	1.3	1	0	0	1	1	1	1	# 4641 # 6395 # -1 # ID=5_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.320
GCA_001336215.1_6649_8_20_genomic	CFCR01000006.1_1	-	lolD.aln	-	5.6e-26	88.3	0.0	7.1e-26	87.9	0.0	1.2	1	0	0	1	1	1	1	# 157 # 879 # 1 # ID=6_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=11-12bp;gc_cont=0.430
GCA_001336215.1_6649_8_20_genomic	CFCR01000009.1_16	-	lolD.aln	-	6.5e-26	88.1	0.1	5.4e-25	85.1	0.1	1.9	1	1	0	1	1	1	1	# 18698 # 19402 # 1 # ID=9_16;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
GCA_001336215.1_6649_8_20_genomic	CFCR01000028.1_29	-	lolD.aln	-	1.1e-25	87.3	0.1	1.3e-25	87.1	0.1	1.0	1	0	0	1	1	1	1	# 25894 # 26367 # 1 # ID=28_29;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
GCA_001336215.1_6649_8_20_genomic	CFCR01000004.1_44	-	lolD.aln	-	1.5e-25	86.9	0.0	2.3e-25	86.3	0.0	1.2	1	0	0	1	1	1	1	# 39380 # 41131 # 1 # ID=4_44;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.445
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_11	-	lolD.aln	-	1.9e-25	86.6	1.7	3e-14	49.9	0.1	2.2	1	1	1	2	2	2	2	# 11433 # 12290 # 1 # ID=5_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.291
GCA_001336215.1_6649_8_20_genomic	CFCR01000041.1_5	-	lolD.aln	-	2.2e-25	86.4	0.2	4.8e-25	85.2	0.2	1.5	1	1	0	1	1	1	1	# 5399 # 7093 # 1 # ID=41_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.446
GCA_001336215.1_6649_8_20_genomic	CFCR01000043.1_10	-	lolD.aln	-	5.6e-25	85.0	0.0	9e-25	84.3	0.0	1.3	1	0	0	1	1	1	1	# 10827 # 11819 # -1 # ID=43_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_54	-	lolD.aln	-	7e-25	84.7	0.0	8.2e-25	84.5	0.0	1.1	1	0	0	1	1	1	1	# 51063 # 51812 # 1 # ID=5_54;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.417
GCA_001336215.1_6649_8_20_genomic	CFCR01000005.1_39	-	lolD.aln	-	1.2e-24	83.9	0.1	1.9e-24	83.3	0.1	1.3	1	1	0	1	1	1	1	# 34345 # 35148 # 1 # ID=5_39;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.419
GCA_001336215.1_6649_8_20_genomic	CFCR01000001.1_28	-	lolD.aln	-	1.2e-24	83.9	1.4	1.1e-07	28.4	0.0	4.3	4	0	0	4	4	4	4	# 26620 # 29451 # 1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.475
GCA_001336215.1_6649_8_20_genomic	CFCR01000018.1_4	-	lolD.aln	-	5.3e-23	78.6	0.1	1e-10	38.4	0.0	2.1	2	0	0	2	2	2	2	# 7668 # 8552 # 1 # ID=18_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.397
GCA_001336215.1_6649_8_20_genomic	CFCR01000002.1_34	-	lolD.aln	-	8.7e-23	77.8	0.0	1.2e-22	77.4	0.0	1.2	1	0	0	1	1	1	1	# 31538 # 32191 # -1 # ID=2_34;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.327
