Input_ID,Standard_ID,Organism
GCF_016903175.1,GCF_016903175.1,Bordetella pertussis 
GCF_016903095.1,GCF_016903095.1,Bordetella pertussis 
GCF_016904215.1,GCF_016904215.1,Bordetella pertussis 
GCF_016904355.1,GCF_016904355.1,Bordetella pertussis 
GCF_016904375.1,GCF_016904375.1,Bordetella pertussis 
GCF_018511305.1,GCF_018511305.1,Geobacter sulfurreducens 
GCF_017357165.1,GCF_017357165.1,Bordetella pertussis 
GCF_017357125.1,GCF_017357125.1,Bordetella pertussis 
GCF_017357205.1,GCF_017357205.1,Bordetella pertussis 
GCF_018517205.1,GCF_018517205.1,Myxococcus xanthus DZ2 
GCF_019895115.1,GCF_019895115.1,Myxococcus xanthus 
GCF_019904315.1,GCF_019904315.1,Geobacter sulfurreducens 
GCF_019974435.1,GCF_019974435.1,Bordetella pertussis 
GCF_020735885.1,GCF_020735885.1,Bordetella pertussis 
GCF_020736265.1,GCF_020736265.1,Bordetella pertussis 
GCF_020827275.1,GCF_020827275.1,Myxococcus xanthus DZ2 
GCF_022404835.1,GCF_022404835.1,Bordetella pertussis 
GCF_022404855.1,GCF_022404855.1,Bordetella pertussis 
GCF_022406915.1,GCF_022406915.1,Bordetella pertussis 
GCF_022406935.1,GCF_022406935.1,Bordetella pertussis 
GCF_022406975.1,GCF_022406975.1,Bordetella pertussis 
GCF_022406995.1,GCF_022406995.1,Bordetella pertussis 
GCF_022407015.1,GCF_022407015.1,Bordetella pertussis 
GCF_022407075.1,GCF_022407075.1,Bordetella pertussis 
GCF_022407135.1,GCF_022407135.1,Bordetella pertussis 
GCF_022407175.1,GCF_022407175.1,Bordetella pertussis 
GCF_022407235.1,GCF_022407235.1,Bordetella pertussis 
GCF_022407295.1,GCF_022407295.1,Bordetella pertussis 
GCF_022407375.1,GCF_022407375.1,Bordetella pertussis 
GCF_022407335.1,GCF_022407335.1,Bordetella pertussis 
GCF_022407395.1,GCF_022407395.1,Bordetella pertussis 
GCF_022407515.1,GCF_022407515.1,Bordetella pertussis 
GCF_022407655.1,GCF_022407655.1,Bordetella pertussis 
GCF_022407895.1,GCF_022407895.1,Bordetella pertussis 
GCF_022407775.1,GCF_022407775.1,Bordetella pertussis 
GCF_022408035.1,GCF_022408035.1,Bordetella pertussis 
GCF_022409135.1,GCF_022409135.1,Bordetella pertussis 
GCF_022409175.1,GCF_022409175.1,Bordetella pertussis 
GCF_022409195.1,GCF_022409195.1,Bordetella pertussis 
GCF_022409235.1,GCF_022409235.1,Bordetella pertussis 
GCF_022409295.1,GCF_022409295.1,Bordetella pertussis 
GCF_022409315.1,GCF_022409315.1,Bordetella pertussis 
GCF_022409375.1,GCF_022409375.1,Bordetella pertussis 
GCF_022409395.1,GCF_022409395.1,Bordetella pertussis 
GCF_022409415.1,GCF_022409415.1,Bordetella pertussis 
GCF_022409515.1,GCF_022409515.1,Bordetella pertussis 
GCF_022409535.1,GCF_022409535.1,Bordetella pertussis 
GCF_024205665.1,GCF_024205665.1,Geobacter sulfurreducens 
GCF_022409575.1,GCF_022409575.1,Bordetella pertussis 
GCF_025558485.1,GCF_025558485.1,Bdellovibrio bacteriovorus 
GCF_022409595.1,GCF_022409595.1,Bordetella pertussis 
GCF_027947635.1,GCF_027947635.1,Nitratidesulfovibrio vulgaris 
GCF_028471785.1,GCF_028471785.1,Thermococcus kodakarensis 
GCF_025998455.1,GCF_025998455.1,Helicobacter pylori 
GCF_028471865.1,GCF_028471865.1,Thermococcus kodakarensis 
GCF_026001265.1,GCF_026001265.1,Bordetella pertussis 
GCF_029225785.1,GCF_029225785.1,Haloferax volcanii 
GCF_029232225.1,GCF_029232225.1,Haloferax volcanii 
GCF_030297095.1,GCF_030297095.1,Geobacter sulfurreducens subsp. ethanolicus 
GCF_028747745.1,GCF_028747745.1,Bordetella pertussis 
GCF_030644645.1,GCF_030644645.1,Bordetella pertussis 
GCF_030644685.1,GCF_030644685.1,Bordetella pertussis 
GCF_030644665.1,GCF_030644665.1,Bordetella pertussis 
GCF_030644705.1,GCF_030644705.1,Bordetella pertussis 
GCF_030931755.1,GCF_030931755.1,Bordetella pertussis 
GCF_032272945.1,GCF_032272945.1,Bordetella pertussis 
GCF_032274205.1,GCF_032274205.1,Bordetella pertussis 
GCF_032275665.1,GCF_032275665.1,Bordetella pertussis 
GCF_032276425.1,GCF_032276425.1,Bordetella pertussis 
GCF_032277225.1,GCF_032277225.1,Bordetella pertussis 
GCF_032278065.1,GCF_032278065.1,Bordetella pertussis 
GCF_032278865.1,GCF_032278865.1,Bordetella pertussis 
GCF_032279645.1,GCF_032279645.1,Bordetella pertussis 
GCF_032280565.1,GCF_032280565.1,Bordetella pertussis 
GCF_032281485.1,GCF_032281485.1,Bordetella pertussis 
GCF_032282385.1,GCF_032282385.1,Bordetella pertussis 
GCF_032283205.1,GCF_032283205.1,Bordetella pertussis 
GCF_032284125.1,GCF_032284125.1,Bordetella pertussis 
GCF_032284905.1,GCF_032284905.1,Bordetella pertussis 
GCF_032285665.1,GCF_032285665.1,Bordetella pertussis 
GCF_032286425.1,GCF_032286425.1,Bordetella pertussis 
GCF_032287185.1,GCF_032287185.1,Bordetella pertussis 
GCF_032288525.1,GCF_032288525.1,Bordetella pertussis 
GCF_032288865.1,GCF_032288865.1,Bordetella pertussis 
GCF_032289745.1,GCF_032289745.1,Bordetella pertussis 
GCF_032290225.1,GCF_032290225.1,Bordetella pertussis 
GCF_032290245.1,GCF_032290245.1,Bordetella pertussis 
GCF_032290265.1,GCF_032290265.1,Bordetella pertussis 
GCF_032290285.1,GCF_032290285.1,Bordetella pertussis 
GCF_032290305.1,GCF_032290305.1,Bordetella pertussis 
GCF_032290325.1,GCF_032290325.1,Bordetella pertussis 
GCF_032290345.1,GCF_032290345.1,Bordetella pertussis 
GCF_032290365.1,GCF_032290365.1,Bordetella pertussis 
GCF_032291385.1,GCF_032291385.1,Bordetella pertussis 
GCF_032291365.1,GCF_032291365.1,Bordetella pertussis 
GCF_032291405.1,GCF_032291405.1,Bordetella pertussis 
GCF_037076595.1,GCF_037076595.1,Bdellovibrio bacteriovorus 
GCF_040893065.1,GCF_040893065.1,Saccharolobus solfataricus 
GCF_041886815.1,GCF_041886815.1,Bdellovibrio bacteriovorus 
GCF_036284505.1,GCF_036284505.1,Bordetella pertussis 
GCF_041887405.1,GCF_041887405.1,Bdellovibrio bacteriovorus 
GCF_041888015.1,GCF_041888015.1,Bdellovibrio bacteriovorus 
GCF_041888585.1,GCF_041888585.1,Bdellovibrio bacteriovorus 
GCF_041888735.1,GCF_041888735.1,Bdellovibrio bacteriovorus 
GCF_041888745.1,GCF_041888745.1,Bdellovibrio bacteriovorus 
GCF_041888755.1,GCF_041888755.1,Bdellovibrio bacteriovorus 
GCF_041900585.1,GCF_041900585.1,Bdellovibrio bacteriovorus 
GCF_041888765.1,GCF_041888765.1,Bdellovibrio bacteriovorus 
GCF_046736165.1,GCF_046736165.1,Bordetella pertussis 
GCF_046895385.1,GCF_046895385.1,Bordetella pertussis 
GCF_047323265.1,GCF_047323265.1,Bordetella pertussis 
GCF_047323335.1,GCF_047323335.1,Bordetella pertussis 
GCF_047323315.1,GCF_047323315.1,Bordetella pertussis 
GCF_047323375.1,GCF_047323375.1,Bordetella pertussis 
GCF_047323385.1,GCF_047323385.1,Bordetella pertussis 
GCF_047323425.1,GCF_047323425.1,Bordetella pertussis 
GCF_047323485.1,GCF_047323485.1,Bordetella pertussis 
GCF_047323495.1,GCF_047323495.1,Bordetella pertussis 
GCF_047323515.1,GCF_047323515.1,Bordetella pertussis 
GCF_047323535.1,GCF_047323535.1,Bordetella pertussis 
GCF_047323555.1,GCF_047323555.1,Bordetella pertussis 
GCF_047323565.1,GCF_047323565.1,Bordetella pertussis 
GCF_047323585.1,GCF_047323585.1,Bordetella pertussis 
GCF_047323605.1,GCF_047323605.1,Bordetella pertussis 
GCF_047323645.1,GCF_047323645.1,Bordetella pertussis 
GCF_047323655.1,GCF_047323655.1,Bordetella pertussis 
GCF_047323735.1,GCF_047323735.1,Bordetella pertussis 
GCF_047323665.1,GCF_047323665.1,Bordetella pertussis 
GCF_047323745.1,GCF_047323745.1,Bordetella pertussis 
GCF_047323755.1,GCF_047323755.1,Bordetella pertussis 
GCF_047323775.1,GCF_047323775.1,Bordetella pertussis 
GCF_047323785.1,GCF_047323785.1,Bordetella pertussis 
GCF_047323825.1,GCF_047323825.1,Bordetella pertussis 
GCF_047323835.1,GCF_047323835.1,Bordetella pertussis 
GCF_047323845.1,GCF_047323845.1,Bordetella pertussis 
GCF_050563475.1,GCF_050563475.1,Haloferax volcanii 
GCF_047323935.1,GCF_047323935.1,Bordetella pertussis 
GCF_047323945.1,GCF_047323945.1,Bordetella pertussis 
GCF_052779095.1,GCF_052779095.1,Myxococcus xanthus DZ2 
GCF_900079115.1,GCF_900079115.1,Saccharolobus solfataricus 
