Label	Assembly	Domain	Phylum	Class	Order	Family	Genus	Species
GCF_000429645.1|WP_210163207.1	GCF_000429645.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Niveispirillum	Niveispirillum irakense
GCF_034659795.1|WP_322963924.1	GCF_034659795.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas fuzhouensis
GCF_014197135.1|WP_175312394.1	GCF_014197135.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas zeae
GCF_002091475.1|WP_084582943.1	GCF_002091475.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas azotifigens
GCF_030580935.1|WP_304537379.1	GCF_030580935.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingobiaceae	Sphingobium	Sphingobium cyanobacteriorum
GCF_036663655.1|WP_443025805.1	GCF_036663655.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas flavida
GCF_014197105.1|WP_183983216.1	GCF_014197105.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas jinjuensis
GCF_029167225.1|WP_275489816.1	GCF_029167225.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingobiaceae	Sphingobium	Sphingobium arseniciresistens
GCF_013155425.1|WP_110914046.1	GCF_013155425.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter entanii
GCF_004348195.1|WP_207918674.1	GCF_004348195.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter saccharivorans
GCF_002173515.1|WP_208620515.1	GCF_002173515.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter europaeus
GCF_018491655.1|WP_214164480.1	GCF_018491655.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter oboediens
GCF_949281285.1|WP_199858403.1	GCF_949281285.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter intermedius
GCF_003207895.1|WP_208624021.1	GCF_003207895.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter swingsii
GCF_043995075.1|WP_193558369.1	GCF_043995075.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter diospyri
GCF_000182745.2|WP_193360639.1	GCF_000182745.2	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter medellinensis
GCF_011611525.1|WP_172459734.1	GCF_011611525.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter rhaeticus
GCF_013155395.1|WP_172157485.1	GCF_013155395.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter melomenusus
GCF_040581405.1|WP_208624639.1	GCF_040581405.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter sucrofermentans
GCF_004006375.1|WP_242501176.1	GCF_004006375.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter xylinus
GCF_002009295.1|WP_205836586.1	GCF_002009295.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter nataicola
GCF_003403295.1|WP_186336161.1	GCF_003403295.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	Komagataeibacter melaceti
GCF_017377735.1|WP_078527119.1	GCF_017377735.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter garciniae
GCF_002220195.1|WP_003626794.1	GCF_002220195.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter oryzifermentans
GCF_008365315.1|WP_149279791.1	GCF_008365315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter vaccinii
GCF_004014775.2|WP_128105392.1	GCF_004014775.2	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter oryzoeni
GCF_011516945.1|WP_166314494.1	GCF_011516945.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter estunensis
GCF_000685315.1|WP_051612670.1	GCF_000685315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hyphomonas	Hyphomonas polymorpha
GCF_030160635.1|WP_284257941.1	GCF_030160635.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidocella	Acidocella aquatica
GCF_014201825.1|WP_183264886.1	GCF_014201825.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidocella	Acidocella aromatica
GCF_000687875.1|WP_244876907.1	GCF_000687875.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidocella	Acidocella facilis
GCF_900129125.1|WP_048878670.1	GCF_900129125.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidocella	Acidocella aminolytica
GCF_005844085.1|WP_138325884.1	GCF_005844085.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Lichenicoccus	Lichenicoccus roseus
GCF_003352165.1|WP_114912391.1	GCF_003352165.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidibrevibacterium	Acidibrevibacterium fodinaquatile
GCF_030252425.1|WP_284945256.1	GCF_030252425.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidisoma	Acidisoma cladoniae
GCF_020618775.1|WP_227321213.1	GCF_020618775.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidisoma	Acidisoma silvae
GCF_020621385.1|WP_227307429.1	GCF_020621385.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidisoma	Acidisoma cellulosilyticum
GCF_002937115.1|WP_104521982.1	GCF_002937115.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	Rhodopila globiformis
GCF_000964365.1|WP_084623073.1	GCF_000964365.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera	Acidisphaera rubrifaciens
GCF_025989185.1|WP_264716403.1	GCF_025989185.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Limobrevibacterium	Limobrevibacterium gyesilva
GCF_937425535.1|WP_150044471.1	GCF_937425535.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	Rhodovastum atsumiense
GCF_004761865.1|WP_135467045.1	GCF_004761865.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Crenalkalicoccus	Crenalkalicoccus roseus
GCF_008360935.1|WP_149538100.1	GCF_008360935.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Siccirubricoccus	Siccirubricoccus phaeus
GCF_024102615.1|WP_252955115.1	GCF_024102615.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Siccirubricoccus	Siccirubricoccus soli
GCF_000745835.1|WP_043342211.1	GCF_000745835.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Belnapia	Belnapia moabensis
GCF_004353985.1|WP_133222901.1	GCF_004353985.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Paracraurococcus	Paracraurococcus ruber
GCF_020523605.1|WP_226612129.1	GCF_020523605.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseicella	Roseicella aerolata
GCF_017355885.1|WP_207539369.1	GCF_017355885.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Sabulicella	Sabulicella rubraurantiaca
GCF_000425365.1|WP_037300541.1	GCF_000425365.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Rubritepida	Rubritepida flocculans
GCF_018413645.1|WP_213671372.1	GCF_018413645.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseococcus	Roseococcus pinisoli
GCF_033547095.1|WP_318650934.1	GCF_033547095.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Sediminicoccus	Sediminicoccus rosea
GCF_017355405.1|WP_207419680.1	GCF_017355405.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas haemaphysalidis
GCF_014490485.1|WP_187783684.1	GCF_014490485.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus aerophilus
GCF_017654485.1|WP_207450052.1	GCF_017654485.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas marmotae
GCF_003696345.1|WP_120636936.1	GCF_003696345.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus wenyumeiae
GCF_014490445.1|WP_187778096.1	GCF_014490445.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Pseudoroseomonas	Pseudoroseomonas ludipueritiae
GCF_001982615.1|WP_076958372.1	GCF_001982615.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus deserti
GCF_003116135.1|WP_109518543.1	GCF_003116135.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus aestuarii
GCF_000164635.1|WP_007004221.1	GCF_000164635.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus cervicalis
GCF_008386565.1|WP_241665523.1	GCF_008386565.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus oryzae
GCF_003604215.1|WP_120008921.1	GCF_003604215.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus vastitatis
GCF_009829925.1|WP_160934891.1	GCF_009829925.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Teichococcus coralli
GCF_020991085.1|WP_230452683.1	GCF_020991085.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas cutis
GCF_042433915.1|WP_377046641.1	GCF_042433915.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas elaeocarpi
GCF_001941945.1|WP_075797909.1	GCF_001941945.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas gilardii
GCF_006384915.1|WP_323873651.1	GCF_006384915.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas mucosa
GCF_043951285.1|WP_263969055.1	GCF_043951285.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas xinghualingensis
GCF_049629625.1|WP_424136417.1	GCF_049629625.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas chloroacetimidivorans
GCF_042433125.1|WP_377048127.1	GCF_042433125.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Muricoccus	Muricoccus vinaceus
GCF_014199205.1|WP_312861920.1	GCF_014199205.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Muricoccus	Muricoccus pecuniae
GCF_017813395.1|WP_209378185.1	GCF_017813395.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Pararoseomonas	Pararoseomonas baculiformis
GCF_003253705.1|WP_111399550.1	GCF_003253705.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Humitalea	Humitalea rosea
GCF_016106005.1|WP_198372556.1	GCF_016106005.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas rosulenta
GCF_022846615.1|WP_244459407.1	GCF_022846615.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas fluvialis
GCF_018129025.1|WP_211867641.1	GCF_018129025.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neoroseomonas	Neoroseomonas terrae
GCF_018129005.1|WP_211844551.1	GCF_018129005.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neoroseomonas	Neoroseomonas eburnea
GCF_018129065.1|WP_211860202.1	GCF_018129065.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neoroseomonas	Neoroseomonas soli
GCF_012927745.1|WP_170056186.1	GCF_012927745.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neoroseomonas	Neoroseomonas marina
GCF_016106015.1|WP_198377319.1	GCF_016106015.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neoroseomonas	Neoroseomonas rubea
GCF_017813355.1|WP_209350652.1	GCF_017813355.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	Roseomonas nitratireducens
GCF_016805305.1|WP_203076050.1	GCF_016805305.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Falsiroseomonas	Falsiroseomonas ponticola
GCF_003173615.1|WP_109873081.1	GCF_003173615.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Falsiroseomonas	Falsiroseomonas bella
GCF_027856955.1|WP_270938410.1	GCF_027856955.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Falsiroseomonas	Falsiroseomonas oryzae
GCF_037688875.1|WP_423235425.1	GCF_037688875.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Amphibiibacter	Amphibiibacter pelophylacis
GCF_009800965.1|WP_159685948.1	GCF_009800965.1	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Cognatazoarcus	Cognatazoarcus halotolerans
GCF_010983895.1|WP_173767687.1	GCF_010983895.1	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Nitrogeniibacter	Nitrogeniibacter mangrovi
GCF_004011805.1|WP_205854761.1	GCF_004011805.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Piscinibacter	Piscinibacter defluvii
GCF_006386545.1|WP_140633648.1	GCF_006386545.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Methylibium	Methylibium rhizosphaerae
GCF_023573145.1|WP_250196398.1	GCF_023573145.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Aquincola	Aquincola tertiaricarbonis
GCF_001592265.1|WP_066708025.1	GCF_001592265.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter delicatus
GCF_003843835.1|WP_124220602.1	GCF_003843835.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola	Tibeticola sediminis
GCF_050821495.1|WP_231698257.1	GCF_050821495.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia caeni
GCF_042682405.1|WP_377484118.1	GCF_042682405.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia pentelensis
GCF_003008535.1|WP_245896348.1	GCF_003008535.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia oryzae
GCF_042680565.1|WP_147912784.1	GCF_042680565.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia flava
GCF_042680925.1|WP_377560409.1	GCF_042680925.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia beijingensis
GCF_000381265.1|WP_019576447.1	GCF_000381265.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter lanceolatus
GCF_000518645.1|WP_043330845.1	GCF_000518645.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter gracilis
GCF_028649455.1|WP_273924945.1	GCF_028649455.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter microcysteis
GCF_028649475.1|WP_273951426.1	GCF_028649475.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter cyanobacteriorum
GCF_042665135.1|WP_382256598.1	GCF_042665135.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga bisanensis
GCF_001447195.1|WP_058088367.1	GCF_001447195.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium	Aquabacterium parvum
GCF_013387465.1|WP_246309114.1	GCF_013387465.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga aromaticivorans
GCF_011388215.1|WP_166230284.1	GCF_011388215.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga crocea
GCF_001571205.1|WP_009520025.1	GCF_001571205.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga intermedia
GCF_003417535.1|WP_116958430.1	GCF_003417535.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga borbori
GCF_042648585.1|WP_382179425.1	GCF_042648585.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga luteola
GCF_001571145.1|WP_066261127.1	GCF_001571145.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga flava
GCF_004353865.1|WP_133157650.1	GCF_004353865.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga pseudoflava
GCF_001592305.1|WP_068173873.1	GCF_001592305.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga taeniospiralis
GCF_042665215.1|WP_382223857.1	GCF_042665215.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga atypica
GCF_042665235.1|WP_382201020.1	GCF_042665235.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga defluvii
GCF_001955715.1|WP_029707061.1	GCF_001955715.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax saidenbachensis
GCF_002017865.1|WP_078365309.1	GCF_002017865.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax fermentans
GCF_019973615.1|WP_223905045.1	GCF_019973615.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax lithotrophicus
GCF_006974105.1|WP_425353587.1	GCF_006974105.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax aquaticus
GCF_032191775.1|WP_313867572.1	GCF_032191775.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax mekongensis
GCF_032193765.1|WP_313879679.1	GCF_032193765.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax potami
GCF_005876985.1|WP_138514417.1	GCF_005876985.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax bucti
GCF_003415675.1|WP_117175190.1	GCF_003415675.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax lacus
GCF_006970865.1|WP_142817511.1	GCF_006970865.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax sediminis
GCF_014641715.1|WP_188707512.1	GCF_014641715.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas eurypsychrophila
GCF_042659145.1|WP_371434835.1	GCF_042659145.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas aquatica
GCF_001598235.1|WP_068833364.1	GCF_001598235.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas jejuensis
GCF_000709345.1|WP_029526018.1	GCF_000709345.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas glacialis
GCF_040105105.1|WP_349278549.1	GCF_040105105.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas hydrogenivorans
GCF_022809125.1|WP_243307913.1	GCF_022809125.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax terrae
GCF_012584515.1|WP_168923124.1	GCF_012584515.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas vacuolata
GCF_042655405.1|WP_376848228.1	GCF_042655405.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	Caenimonas terrae
GCF_013155545.1|WP_172223439.1	GCF_013155545.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	Caenimonas soli
GCF_015831345.1|WP_196987190.1	GCF_015831345.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	Caenimonas aquaedulcis
GCF_004681975.1|WP_135249193.1	GCF_004681975.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter humi
GCF_009758015.1|WP_157398202.1	GCF_009758015.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter pinisoli
GCF_015159745.1|WP_193780424.1	GCF_015159745.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter aquaticus
GCF_003337555.1|WP_114467805.1	GCF_003337555.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Pseudorhodoferax soli
GCF_000745855.1|WP_038208529.1	GCF_000745855.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus	Xenophilus azovorans
GCF_039541515.1|WP_345535366.1	GCF_039541515.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax defluvii
GCF_030160815.1|WP_284308612.1	GCF_030160815.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga electricum
GCF_028023875.1|WP_271428022.1	GCF_028023875.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus	Xenophilus arseniciresistens
GCF_001571225.1|WP_066272488.1	GCF_001571225.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga palleronii
GCF_031457235.1|WP_204733378.1	GCF_031457235.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga laconesensis
GCF_900116825.1|WP_054256481.1	GCF_900116825.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Paenacidovorax	Paenacidovorax caeni
GCF_000484635.1|WP_024539355.1	GCF_000484635.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas badia
GCF_014395975.1|WP_246475104.1	GCF_014395975.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter ruginosibacter
GCF_014489535.1|WP_187723669.1	GCF_014489535.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter aerolatus
GCF_015354245.1|WP_194769560.1	GCF_015354245.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter caeni
GCF_014109725.1|WP_182327150.1	GCF_014109725.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas piscis
GCF_025309455.1|WP_260718989.1	GCF_025309455.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas squillarum
GCF_021026195.1|WP_230775138.1	GCF_021026195.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas koreensis
GCF_041107495.1|WP_369460800.1	GCF_041107495.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sediminis
